id,price_doc
30474,5727185.5
30475,8493160.0
30476,5508238.5
30477,5940526.5
30478,5209227.5
30479,9516906.0
30480,4401044.0
30481,4333859.0
30482,4856556.5
30483,4747393.5
30484,6519643.0
30485,5122006.0
30486,3789245.5
30487,3899476.0
30488,6311776.0
30489,6373905.5
30490,22852854.0
30491,19058470.0
30492,5889272.0
30493,14604336.0
30494,6911508.5
30495,11440238.0
30496,8583030.0
30497,8388988.0
30498,4679835.5
30499,8360030.5
30500,11681592.0
30501,6979612.5
30502,3409937.8
30503,6955809.0
30504,5998138.5
30505,11249090.0
30506,3610944.2
30507,4896395.0
30508,5466282.0
30509,7699003.5
30510,9414920.0
30511,6668898.5
30512,6650323.5
30513,4368154.0
30514,4141467.8
30515,9831950.0
30516,6052776.5
30517,11497696.0
30518,10103800.0
30519,4709258.5
30520,7004600.5
30521,5941355.0
30522,7599952.0
30523,6617429.5
30524,11948912.0
30525,10581608.0
30526,4989478.0
30527,5230280.5
30528,6705814.5
30529,6758858.5
30530,6438849.0
30531,14708736.0
30532,4772939.0
30533,10318262.0
30534,7111909.5
30535,9746526.0
30536,5847707.5
30537,11970756.0
30538,4867800.5
30539,9088958.0
30540,9860652.0
30541,6284094.0
30542,2424918.0
30543,5949009.0
30544,7164078.0
30545,8533056.0
30546,4307951.5
30547,9789142.0
30548,4528278.5
30549,5432739.5
30550,12397398.0
30551,5388623.0
30552,2083378.5
30553,7424726.5
30554,11287100.0
30555,6435723.0
30556,8962790.0
30557,7767131.5
30558,9486872.0
30559,6251424.0
30560,6273486.0
30561,6922505.0
30562,12384292.0
30563,5112211.5
30564,7147909.0
30565,6605064.5
30566,6995862.5
30567,2116682.5
30568,10018564.0
30569,9751626.0
30570,6623596.0
30571,7411058.0
30572,5073202.0
30573,6937756.0
30574,6151360.5
30575,7588186.0
30576,5058666.0
30577,4349871.0
30578,3626357.2
30579,7187793.5
30580,4757938.5
30581,5592184.5
30582,12756822.0
30583,6997286.0
30584,4565933.0
30585,2573970.8
30586,9166504.0
30587,6168248.5
30588,8546080.0
30589,7315173.0
30590,13216112.0
30591,5281274.0
30592,6801738.0
30593,8179372.0
30594,7178116.5
30595,5606324.5
30596,6967143.0
30597,6936722.0
