id,price_doc
30474,37651576.0
30475,7583716.5
30476,34299650.0
30477,9621408.0
30478,0.0
30479,0.0
30480,2718787.0
30481,16854428.0
30482,9641294.0
30483,14404671.0
30484,10162029.0
30485,3578526.0
30486,4384903.0
30487,0.0
30488,18758952.0
30489,21635950.0
30490,50149276.0
30491,153181890.0
30492,0.0
30493,183573820.0
30494,0.0
30495,73993720.0
30496,18776032.0
30497,0.0
30498,10225026.0
30499,52646476.0
30500,0.0
30501,48068364.0
30502,5276381.5
30503,43677908.0
30504,42085716.0
30505,0.0
30506,10403088.0
30507,7476305.5
30508,0.0
30509,9731922.0
30510,0.0
30511,20762218.0
30512,12044835.0
30513,0.0
30514,27506470.0
30515,6226673.5
30516,8652943.0
30517,0.0
30518,16275742.0
30519,4011470.8
30520,9049518.0
30521,32049180.0
30522,0.0
30523,38449804.0
30524,142566220.0
30525,92880744.0
30526,0.0
30527,0.0
30528,75509256.0
30529,0.0
30530,22461728.0
30531,211131700.0
30532,1703736.0
30533,83264790.0
30534,0.0
30535,3607190.2
30536,5552145.5
30537,41950616.0
30538,22492910.0
30539,47884376.0
30540,5780437.0
30541,59913496.0
30542,5714299.5
30543,67397150.0
30544,55565990.0
30545,49936716.0
30546,0.0
30547,16130179.0
30548,0.0
30549,8054253.5
30550,122371160.0
30551,8845008.0
30552,9379893.0
30553,52595056.0
30554,15736950.0
30555,0.0
30556,0.0
30557,36665428.0
30558,80494536.0
30559,43350384.0
30560,54837804.0
30561,76659560.0
30562,16956578.0
30563,14409517.0
30564,40117770.0
30565,26924932.0
30566,5303840.5
30567,7747528.5
30568,46278716.0
30569,87920160.0
30570,90052910.0
30571,0.0
30572,6557592.5
30573,8473700.0
30574,66512144.0
30575,16916380.0
30576,0.0
30577,75014470.0
30578,21123568.0
30579,57009360.0
30580,21370476.0
30581,43460250.0
30582,30005754.0
30583,0.0
30584,33187428.0
30585,8722909.0
30586,19990964.0
30587,0.0
30588,114397864.0
30589,14949557.0
30590,144623060.0
30591,128387544.0
30592,6850901.0
30593,13876292.0
30594,43360690.0
30595,11777935.0
30596,209663250.0
30597,5738005.0
30598,0.0
30599,12962065.0
30600,21808254.0
30601,72610110.0
30602,9716941.0
30603,31846748.0
30604,9253040.0
30605,5662115.5
30606,276359500.0
30607,78221940.0
30608,0.0
30609,18524312.0
30610,7598794.5
30611,0.0
30612,19665676.0
30613,63533664.0
30614,30607760.0
30615,35441044.0
30616,0.0
30617,69057590.0
30618,74063670.0
30619,13860309.0
30620,17468180.0
30621,10131852.0
30622,138590400.0
30623,31590080.0
30624,32017.104
30625,250525.53
30626,38924710.0
30627,34837588.0
30628,10662083.0
30629,25394452.0
30630,14484115.0
30631,1593404.8
30632,10359719.0
30633,62971200.0
30634,141172210.0
30635,5616888.0
30636,17541592.0
30637,14669824.0
30638,28476344.0
30639,61709490.0
30640,22381196.0
30641,0.0
30642,22410114.0
30643,84276890.0
30644,2173844.2
30645,26685408.0
30646,28985110.0
30647,0.0
30648,45490108.0
30649,16725427.0
30650,16215346.0
30651,21062190.0
30652,13022700.0
30653,16580149.0
30654,9072246.0
30655,47736390.0
30656,11407098.0
30657,21523048.0
30658,32309028.0
30659,7152087.5
30660,113224536.0
30661,12053584.0
30662,6849407.5
30663,208769570.0
30664,51171030.0
30665,15354756.0
30666,9177231.0
30667,8348855.0
30668,33525140.0
30669,0.0
30670,10527377.0
30671,51641964.0
30672,49465696.0
30673,96884600.0
30674,153975780.0
30675,5675626.0
30676,31164616.0
30677,18609958.0
30678,16810662.0
30679,37962056.0
30680,0.0
30681,5577142.0
30682,33619260.0
30683,1649680.4
30684,39336096.0
30685,14301237.0
30686,8989288.0
30687,0.0
30688,12405713.0
30689,85512160.0
30690,52452052.0
30691,13540281.0
30692,40477850.0
30693,120672640.0
30694,47812180.0
30695,0.0
30696,53859324.0
30697,95422310.0
30698,14569324.0
30699,61964200.0
30700,5191088.0
30701,0.0
30702,17526038.0
30703,10475399.0
30704,0.0
30705,89761280.0
30706,37578908.0
30707,34824772.0
30708,159294750.0
30709,5967352.0
30710,29663408.0
30711,14612135.0
30712,15654095.0
30713,43801324.0
30714,62293516.0
30715,22696244.0
30716,1388418.5
30717,12630117.0
30718,0.0
30719,30294990.0
30720,0.0
30721,22889898.0
30722,0.0
30723,20184580.0
30724,13390764.0
30725,43403776.0
30726,32091126.0
30727,14201833.0
30728,37952744.0
30729,39139940.0
30730,92500040.0
30731,0.0
30732,14471414.0
30733,58763140.0
30734,14256600.0
30735,0.0
30736,39096230.0
30737,39746256.0
30738,29459960.0
30739,61052510.0
30740,7565353.0
30741,22220278.0
30742,0.0
30743,10066847.0
30744,6511423.0
30745,44820336.0
30746,0.0
30747,75529600.0
30748,0.0
30749,7966036.5
30750,18939846.0
30751,18482600.0
30752,29872164.0
30753,0.0
30754,19542242.0
30755,20391638.0
30756,40535810.0
30757,3652768.5
30758,59666804.0
30759,45877756.0
30760,37556476.0
30761,48105096.0
30762,7350806.0
30763,0.0
30764,0.0
30765,42435716.0
30766,12907155.0
30767,75655790.0
30768,8628123.0
30769,51207856.0
30770,17729718.0
30771,5735689.0
30772,108750616.0
30773,0.0
30774,0.0
30775,73644850.0
30776,12293712.0
