id,price_doc
30474,13264724.100000003
30475,10750258.21
30476,14813712.159999995
30477,10116190.29
30478,13073096.770000005
30479,21055088.309999987
30480,11654100.060000002
30481,9019847.299999995
30482,11442204.070000006
30483,12493463.950000003
30484,20371621.530000005
30485,13206814.880000003
30486,11595295.770000001
30487,7232580.74
30488,10349853.040000001
30489,9065150.559999999
30490,31713436.380000003
30491,34923585.44
30492,7789450.869999999
30493,38629659.09999999
30494,12365041.570000004
30495,35895213.2
30496,12731001.560000002
30497,13302402.240000006
30498,12153922.14
30499,27097472.34999999
30500,19136576.999999978
30501,25869637.04
30502,9624063.159999996
30503,31475671.079999983
30504,30015577.110000007
30505,20973648.459999997
30506,8414170.209999999
30507,12182855.870000007
30508,10901043.080000008
30509,18465766.99
30510,20682067.35000001
30511,20779077.92999999
30512,21099939.479999997
30513,11528641.100000001
30514,8380325.169999997
30515,19619806.02
30516,8772622.599999994
30517,20730913.349999983
30518,26351122.07999999
30519,30109138.810000002
30520,29938661.410000004
30521,19074806.870000005
30522,10921868.160000006
30523,37038890.97
30524,37017535.29999998
30525,47786839.37000002
30526,11704306.360000001
30527,8643445.84
30528,25658111.719999995
30529,36536253.6
30530,33022071.04
30531,31267187.560000006
30532,9060579.560000002
30533,37846175.35999999
30534,13116283.250000007
30535,20408707.360000007
30536,10120211.319999995
30537,28118103.42
30538,28495340.68
30539,25893190.560000006
30540,20483923.87
30541,38840191.72000001
30542,8271475.420000001
30543,31571607.65
30544,11460917.16
30545,42171300.029999994
30546,8764809.12
30547,30260375.37
30548,10277511.249999998
30549,10992542.88
30550,22611451.089999992
30551,12450105.02
30552,8390416.54
30553,43379717.36999998
30554,19879496.029999994
30555,11703747.580000004
30556,17281929.05999999
30557,37545462.14999998
30558,22709666.209999993
30559,40733902.96000001
30560,36527938.00999998
30561,28043985.23
30562,30300587.199999988
30563,26588040.359999992
30564,38791792.8
30565,7291515.370000002
30566,9438547.579999996
30567,8454778.12
30568,42516709.12
30569,28302757.38999999
30570,35116175.07
30571,18351794.599999983
30572,12069974.720000006
30573,20402956.450000007
30574,31040203.659999985
30575,37793316.74
30576,7855216.990000001
30577,12007907.690000005
30578,8429543.589999998
30579,27617386.29999999
30580,20247987.409999985
30581,14693206.21
30582,39403353.97999999
30583,12606873.409999998
30584,20673538.239999987
30585,11427718.15
30586,20944316.539999995
30587,8767968.26
30588,39090029.00999999
30589,22842035.449999988
30590,23873975.190000005
30591,24640650.33
30592,28411741.91999998
30593,11475644.440000001
30594,25686930.320000004
30595,29834451.47
30596,7693061.750000003
30597,20365787.210000005
30598,20460847.310000006
30599,29640203.149999995
30600,37065962.75999997
30601,36347313.24
30602,8344059.819999999
30603,20423305.13
30604,21586112.63
30605,20345904.220000006
30606,32419523.49999999
30607,33578345.6
30608,12175276.750000013
30609,9371821.479999999
30610,9986270.73
30611,10255847.940000007
30612,21588337.22999999
30613,32726306.24000001
30614,24783720.709999993
30615,20318321.44999999
30616,11546031.540000003
30617,20344701.74
30618,21325752.860000014
30619,27568851.989999995
30620,8371870.359999999
30621,36647505.59
30622,52954365.24000001
30623,29498116.860000007
30624,8812238.32
30625,11741837.86
30626,31827773.56
30627,19542841.580000006
30628,20415846.79000001
30629,12500904.39
30630,28798499.379999984
30631,12097488.060000008
30632,10206350.75
30633,22122576.700000003
30634,23833155.39999999
30635,20527254.290000003
30636,13358170.600000001
30637,20355746.9
30638,29720149.09
30639,37502093.39999999
30640,8776296.11
30641,11604749.960000005
30642,12092675.159999998
30643,18090799.65
30644,20473246.05000001
30645,12680587.25
30646,12815285.219999995
30647,12365057.580000002
30648,36554009.12999998
30649,8416823.77
30650,21620981.649999995
30651,8361643.719999998
30652,8806650.760000002
30653,21890693.90999999
30654,9811881.41
30655,49294683.02999997
30656,9443681.919999996
30657,21103478.41999999
30658,25365477.65000002
30659,11697462.59000001
30660,23911500.779999997
30661,21160291.559999987
30662,19271253.549999993
30663,14411419.429999996
30664,43650713.13999999
30665,9909315.389999997
30666,8398930.620000001
30667,12183801.579999996
30668,28183392.439999994
30669,11611767.7
30670,9600657.180000003
30671,28536139.06
30672,50628827.32999995
30673,23363308.869999994
30674,35753405.7
30675,8441337.399999999
30676,19461826.53
30677,30895470.750000007
30678,34177539.17999998
30679,21369786.790000014
30680,13489887.670000004
30681,8383940.629999998
30682,12234381.17
30683,20365787.210000005
30684,45974860.23999998
30685,28144974.84999999
30686,20086209.520000003
30687,12522283.16
30688,10667782.950000001
30689,49109025.51000002
30690,36771299.689999975
30691,28465038.690000013
30692,39192009.53999998
30693,17707839.96
30694,37839883.81000001
30695,25177690.359999996
30696,43394904.449999996
30697,53013350.16000003
30698,27618156.51000001
30699,32047020.229999986
30700,11890979.6
30701,20460847.310000006
30702,31136579.730000008
30703,9896200.399999999
30704,25206713.379999995
30705,34767268.31
30706,37055437.13999998
30707,8346030.250000001
30708,31092953.20999999
30709,19654451.380000003
30710,17654652.130000003
30711,9744455.29
30712,8700890.200000001
30713,40550060.82
30714,23791342.260000005
30715,8906616.69
30716,20338447.030000005
30717,29437934.990000002
30718,27017758.130000018
30719,22278015.049999997
30720,36711502.95000002
30721,42484053.13000001
30722,8727826.81
30723,9644225.509999994
30724,24643306.429999992
30725,16077478.519999996
30726,27401243.910000004
30727,19897277.499999996
30728,26984565.629999995
30729,8388274.139999999
30730,32487390.09999999
30731,11281012.950000003
30732,26736223.259999998
30733,27579621.349999998
30734,25130893.589999985
30735,8831580.939999998
30736,36354414.91999998
30737,37820982.330000006
30738,27454190.41
30739,7805946.29
30740,12067179.290000005
30741,21839079.03999999
30742,10695514.150000008
30743,12471859.380000003
30744,19114207.80999999
30745,20593259.010000005
30746,9056998.379999999
30747,52116307.91000001
30748,19267729.109999985
30749,35528480.82999999
30750,10916851.69
30751,7348933.099999997
30752,22669347.189999994
30753,28912824.99999999
30754,32691111.240000002
30755,8343001.83
30756,25489555.260000013
30757,19645294.699999996
30758,38471439.96999998
30759,19353081.489999995
30760,8415610.66
30761,38459729.43999998
30762,9437433.61
30763,26454179.21999999
30764,9893568.709999993
30765,13942324.439999996
30766,8709658.74
30767,38884110.889999986
30768,28215029.32999999
30769,13360167.16
30770,9813211.049999999
30771,9369449.729999997
30772,22981660.929999992
30773,11235999.870000003
30774,11540191.89
30775,39262048.78999998
30776,27819047.479999997
30777,9958580.129999999
30778,41890872.919999994
30779,15342498.08
30780,25123554.939999986
30781,19442293.459999997
30782,10596469.3
30783,9116247.36
