id,price_doc
30474,5650096.846133298
30475,8437977.029609919
30476,5466962.379360648
30477,5759925.516404973
30478,5105574.269902729
30479,10117013.466868483
30480,4455400.038643397
30481,4393144.023743091
30482,4754029.945947484
30483,5055372.149434358
30484,6451030.597695881
30485,5067853.391196524
30486,3738287.3772552954
30487,4178862.4013485387
30488,6201039.83092674
30489,6229640.11092779
30490,23326838.026969742
30491,18496981.370355543
30492,6148961.447315027
30493,14818334.432634464
30494,7078081.293367642
30495,10283181.783386238
30496,9298717.361319512
30497,8324370.242568773
30498,4596134.122723729
30499,8277608.714061483
30500,11728354.339873578
30501,6894714.886701715
30502,3454830.8119110893
30503,6656405.925131104
30504,5895114.026866266
30505,10923658.075658778
30506,3537012.9886622247
30507,4895587.7429302
30508,5296243.800050693
30509,8153096.6311938455
30510,9361234.766700786
30511,6509781.3375772815
30512,6607717.493598187
30513,4440164.48501025
30514,3644207.495461448
30515,9905930.767654257
30516,5882280.226184771
30517,12280182.892831286
30518,9102788.363560239
30519,4749188.178518301
30520,7235294.047515509
30521,5928768.991149139
30522,8049218.700837243
30523,6159085.490270466
30524,11498971.90318291
30525,10215722.132544005
30526,4932083.5282278815
30527,5353914.637050229
30528,6893628.614239586
30529,6702025.214603855
30530,6572160.0321606975
30531,14323881.147910526
30532,4816708.306552871
30533,10548561.291450292
30534,7043267.067009691
30535,9904126.089099223
30536,5947808.63554801
30537,12455046.206511544
30538,4928152.361301272
30539,9228078.665417844
30540,9978523.138626762
30541,6632134.9115198245
30542,2504076.3874897296
30543,5434263.247144301
30544,7086130.918331689
30545,8434451.129915819
30546,4294769.544949145
30547,9398357.388735622
30548,4441638.724635459
30549,5291838.053756736
30550,12285688.608116077
30551,5288782.866380014
30552,2254010.5324190278
30553,7492732.811867078
30554,11380007.444740992
30555,6296311.78233922
30556,9491481.636633767
30557,7763434.882369904
30558,9664776.614677688
30559,6795959.311600594
30560,6042718.501058105
30561,6923099.680745605
30562,12427301.71626117
30563,5275610.287622687
30564,7378801.639264702
30565,7244940.676963101
30566,7176170.111446474
30567,2295686.7563071153
30568,10175640.21482945
30569,10361700.022062916
30570,6455635.125011614
30571,7320038.263634377
30572,5094710.6734229205
30573,6723016.201322718
30574,6330671.081765934
30575,7230333.487487504
30576,5109944.039102636
30577,4383920.087451296
30578,3500552.370850815
30579,7388861.969328045
30580,4659898.592792588
30581,5134642.717125167
30582,13459502.351060903
30583,7141326.075781938
30584,4624828.135200078
30585,2417213.384822597
30586,9557836.237479283
30587,6202791.582397866
30588,7593405.402673192
30589,7539887.935257435
30590,13220272.708624117
30591,5225110.958182454
30592,6412581.276128669
30593,8486853.057614617
30594,6135294.130343101
30595,5740583.153049674
30596,6902347.568523197
30597,6702482.274630005
30598,10112166.009626737
30599,10648338.367529875
30600,4652769.492689884
30601,6232714.880018364
30602,2176385.2796252207
30603,11854102.669904979
30604,4712708.148099862
30605,6880462.638531122
30606,25281106.60862869
30607,6788939.2684129765
30608,8902613.759585306
30609,6247791.44101976
30610,3300236.117665519
30611,5253342.079843233
30612,7257216.980480524
30613,7721230.758958475
30614,17662666.4081349
30615,8033135.817094888
30616,5402486.121362916
30617,9495890.970113123
30618,4908536.6982744215
30619,4599700.362081981
30620,2488399.40201915
30621,9510656.365477843
30622,7582796.042943175
30623,6342470.907327584
30624,6638233.700224302
30625,8164328.310269948
30626,6599528.425736475
30627,7749715.740108636
30628,6669992.372809166
30629,5136944.193287739
30630,5071892.495406913
30631,6296707.808667311
30632,4167837.707042174
30633,6074765.346879891
30634,12119134.662461536
30635,9957149.917612774
30636,5355569.829949092
30637,9924753.354731977
30638,6045681.458732654
30639,8999855.239175702
30640,4559521.190832166
30641,8193225.967946819
30642,6214016.861946306
30643,8002617.256883286
30644,10112166.009626737
30645,7359175.244959072
30646,5237857.574686184
30647,4789684.461843131
30648,23358491.129449762
30649,2508995.043588754
30650,5074329.927284746
30651,3694989.673687444
30652,4424247.067314285
30653,7119296.076358066
30654,4388236.109767328
30655,12370297.801650526
30656,4122397.2661327557
30657,6177452.027293404
30658,10277830.056524636
30659,4995341.686557752
30660,8739308.36729317
30661,6844383.232931968
30662,8750394.33747591
30663,13635861.337820154
30664,12596921.294530937
30665,6165526.212218845
30666,2530774.8762726057
30667,4175192.0873002997
30668,8520095.495729065
30669,4276121.403375216
30670,2692930.4382334766
30671,7805484.642766909
30672,15625341.35126092
